"id_client","service_sauvegarde","service_antivirus","service_assurance","service_streaming_film","service_streaming_tv","service_support"
"MIOGA75036","Yes","Yes","Yes","Yes","Yes","Yes"
"YWJUF76546","No","Yes","Yes","No","No","Yes"
"QNXIQ68599","Yes","Yes","Yes","Yes","Yes","Yes"
"NPKCN31999","No","Yes","Yes","Yes","Yes","Yes"
"HKJVM03455","No","No","No","Yes","Yes","No"
"EBBOU75818","Yes","No","Yes","No","Yes","Yes"
"NRVXR59963","Yes","Yes","Yes","No","Yes","Yes"
"DZRKH79739","No","Yes","Yes","No","No","Yes"
"HSCDJ08237","Yes","No","No","Yes","Yes","No"
"RSOUN81491","No","No","No","Yes","Yes","No"
"EVONK57087","Yes","Yes","No","Yes","No","No"
"FIDRB03019","Yes","Yes","Yes","Yes","Yes","Yes"
"OSATS33184","No","No","No","Yes","Yes","No"
"CDXHR97018","No","No","No","No","No","No"
"FBDXH62272","No","No","Yes","Yes","Yes","No"
"QESIO53514","No","No","No","No","No","No"
"SLWHQ64964","Yes","No","Yes","Yes","Yes","No"
"MREFK21533","No","Yes","Yes","Yes","No","Yes"
"GBFRE51672","No","No","No","No","No","No"
"GOLSU61733","No","No","No","Yes","Yes","No"
"NYKPB55226","No","No","No","No","Yes","Yes"
"IAJSV29906","Yes","Yes","Yes","Yes","Yes","Yes"
"OATDN64838","No","Yes","No","No","No","No"
"DVCGN45721","No","No","No","Yes","No","No"
"XGFSN13092","Yes","No","Yes","Yes","Yes","No"
"DHJUY20001","Yes","Yes","Yes","Yes","Yes","Yes"
"VSLRB82057","No","Yes","Yes","Yes","No","Yes"
"IBWPI54987","No","No","No","No","No","Yes"
"JHAMY38458","No","No","No","Yes","No","No"
"YOULA45048","Yes","Yes","No","No","No","No"
"OJUZI97765","Yes","No","Yes","No","Yes","No"
"EPWRR37983","No","No","No","No","No","No"
"HHBDV13762","No","Yes","No","No","No","No"
"ZBZCT94367","No","No","No","No","Yes","Yes"
"GLXTC71985","No","No","No","No","Yes","No"
"ENTCR04559","Yes","Yes","No","Yes","Yes","Yes"
"CEDRU92813","Yes","No","No","No","Yes","Yes"
"HGGKB88615","No","No","No","Yes","No","No"
"WQQDY91398","Yes","No","No","Yes","Yes","No"
"SHCMB92903","No","No","Yes","Yes","Yes","No"
"GOMBF56976","No","No","No","No","Yes","No"
"PDMZC56449","Yes","No","No","Yes","No","No"
"KQDDU39874","No","Yes","No","No","No","No"
"FXYBO41769","Yes","Yes","Yes","Yes","Yes","No"
"HDKDG00744","Yes","Yes","Yes","No","No","No"
"XUYMV27901","Yes","Yes","No","No","No","No"
"JPJDD31154","No","Yes","Yes","No","No","No"
"CINZD41877","Yes","No","No","Yes","Yes","No"
"NVDCG58401","Yes","Yes","No","Yes","No","Yes"
"WFCJF86104","No","No","No","Yes","Yes","No"
"RESVB68402","No","Yes","Yes","Yes","Yes","Yes"
"EVUAD78813","Yes","Yes","No","Yes","No","No"
"BCSHV16971","Yes","No","No","No","Yes","No"
"SWIFR75771","No","No","No","Yes","Yes","No"
"ITWWP74605","No","No","Yes","Yes","No","No"
"QQLVK66084","No","No","Yes","No","No","No"
"XECQW27616","Yes","No","Yes","Yes","No","No"
"BDIOA72702","No","No","No","No","Yes","Yes"
"DCKON00523","Yes","Yes","Yes","Yes","Yes","Yes"
"ETOOB32351","No","Yes","No","No","No","No"
"YIOTT38653","No","Yes","Yes","Yes","Yes","No"
"CFQRQ77712","Yes","No","No","Yes","No","Yes"
"RKSPX81116","No","No","No","No","No","No"
"UEUME63119","No","No","No","No","Yes","No"
"RYFNS39635","Yes","Yes","Yes","Yes","Yes","Yes"
"ISGTU61273","No","No","No","No","Yes","No"
"XTNEA42346","No","No","No","No","Yes","No"
"UVMOM35335","Yes","Yes","Yes","Yes","No","No"
"LXZYW48161","Yes","No","No","No","No","No"
"GCDGQ69372","No","Yes","No","No","No","No"
"ZNSLA73211","Yes","Yes","No","No","No","Yes"
"ZBLPD20576","No","No","No","Yes","No","No"
"ARVMX04716","No","Yes","Yes","Yes","Yes","No"
"PFZIW15769","Yes","Yes","Yes","Yes","Yes","No"
"LKJAF83781","No","No","Yes","Yes","Yes","No"
"RFFBA20914","No","No","No","No","No","No"
"OANIO71532","No","No","No","No","No","No"
"QUOZK30856","No","No","No","No","No","No"
"OKINF38505","No","Yes","No","No","Yes","No"
"ONMXC81834","No","No","No","Yes","No","No"
"LUPIX31372","No","No","No","No","Yes","Yes"
"RHRFR37054","No","Yes","No","Yes","Yes","No"
"PIVIK00839","Yes","Yes","Yes","No","Yes","Yes"
"NUUOL87823","No","Yes","Yes","Yes","Yes","Yes"
"REIQB80007","No","No","No","No","No","No"
"XOVOM41912","Yes","No","No","Yes","Yes","Yes"
"HFYZX25281","Yes","No","No","No","No","No"
"NAAIX41599","Yes","No","No","Yes","Yes","No"
"NVVGY16974","No","Yes","Yes","No","Yes","No"
"TFERT01156","Yes","No","Yes","Yes","Yes","Yes"
"WZOOW84217","Yes","No","Yes","No","Yes","Yes"
"PBBFH33452","Yes","No","No","No","No","No"
"FLPJF53178","No","Yes","Yes","Yes","Yes","Yes"
"GWTRD37956","Yes","Yes","Yes","No","Yes","Yes"
"GSODA84173","No","No","No","Yes","Yes","No"
"VWJUU78503","No","Yes","No","No","No","No"
"BXHEO84904","Yes","No","No","No","No","No"
"TYXLT31602","Yes","Yes","No","Yes","No","No"
"DRVQJ34686","Yes","Yes","No","No","Yes","No"
"YSJMR48358","No","No","No","No","No","Yes"
"TOWGS62177","Yes","No","No","Yes","Yes","No"
"LUMLS00486","No","No","No","Yes","Yes","No"
"CNMFP66682","No","No","No","Yes","No","Yes"
"GGCAC05673","Yes","Yes","Yes","No","No","No"
"ZDLGK02602","No","No","Yes","Yes","Yes","Yes"
"JSGML33088","No","Yes","Yes","Yes","Yes","Yes"
"IHMOT00361","Yes","No","Yes","Yes","Yes","Yes"
"PDTKK97634","No","Yes","Yes","Yes","No","Yes"
"TSPVK43046","Yes","Yes","Yes","Yes","Yes","Yes"
"ORICT51489","Yes","Yes","Yes","Yes","No","Yes"
"XADUH22341","Yes","No","Yes","Yes","Yes","No"
"MMTWC53838","No","No","No","Yes","No","No"
"OLYGY85135","Yes","Yes","Yes","Yes","Yes","Yes"
"POWUA51337","No","No","No","No","No","No"
"BESBM62445","No","No","No","Yes","Yes","Yes"
"EHBDD12068","No","Yes","Yes","No","No","No"
"IVYCI42832","No","Yes","No","Yes","No","Yes"
"ICWBG98049","No","No","No","No","No","No"
"PXTAN47593","Yes","No","No","Yes","Yes","Yes"
"CIUMO26942","No","No","No","No","No","Yes"
"YTZUE02195","Yes","No","Yes","No","No","No"
"WFVVF61681","No","No","No","No","No","No"
"JASDG77943","No","Yes","No","No","No","No"
"YRPXN04687","No","No","Yes","Yes","Yes","Yes"
"MGTON49736","Yes","Yes","Yes","Yes","Yes","Yes"
"JXSOO65435","Yes","Yes","No","No","No","Yes"
"AHOOK04967","No","Yes","No","Yes","Yes","Yes"
"VZIKE20403","No","Yes","No","Yes","Yes","No"
"GCSPV37371","No","Yes","No","No","Yes","Yes"
"JQPHZ25787","No","No","Yes","Yes","Yes","Yes"
"OFUWC13958","Yes","No","No","No","No","No"
"KXGBO66895","Yes","No","No","No","No","No"
"SUVOI65752","No","Yes","No","No","Yes","Yes"
"KNCIM81073","No","No","No","No","No","No"
"KQRTM45477","Yes","No","No","No","No","No"
"SOEZD55661","Yes","Yes","No","No","No","No"
"PNLOS50529","Yes","No","Yes","Yes","Yes","No"
"HPXWZ97083","No","No","Yes","No","Yes","Yes"
"KYHQH73516","Yes","No","Yes","No","Yes","No"
"FKEWS62818","No","No","Yes","Yes","Yes","No"
"FZREH15977","No","No","Yes","Yes","Yes","Yes"
"HBCJO29195","Yes","No","No","No","No","No"
"SVGJV53942","No","No","No","Yes","Yes","Yes"
"JSNDC18983","Yes","No","No","No","Yes","No"
"ZHHNZ79952","No","Yes","No","No","No","No"
"VOEGB21653","Yes","Yes","No","Yes","Yes","Yes"
"QYVCO77461","Yes","Yes","No","No","No","No"
"RCXYW51264","No","No","Yes","Yes","No","Yes"
"AOFIH59519","Yes","No","Yes","No","Yes","No"
"FFFZR25824","No","No","Yes","Yes","Yes","No"
"RNWXS27585","No","Yes","No","Yes","No","Yes"
"OONVS30995","No","Yes","No","No","No","Yes"
"WYVXG27106","Yes","Yes","No","Yes","No","Yes"
"BYNII55901","No","Yes","No","Yes","Yes","No"
"PSUAE02658","No","Yes","Yes","Yes","Yes","No"
"UOBNY81524","Yes","No","No","Yes","Yes","Yes"
"HIBDJ44043","Yes","Yes","Yes","No","Yes","Yes"
"BELXA59596","No","No","No","Yes","Yes","No"
"YDOVK44683","No","No","No","No","No","Yes"
"FYFQZ89191","Yes","No","No","No","No","No"
"FILXA55654","No","No","No","Yes","Yes","No"
"HGGHV58159","No","Yes","No","Yes","No","Yes"
"AAGRX15524","No","Yes","No","Yes","Yes","Yes"
"JISCY72692","No","No","No","No","No","No"
"DKWYW54465","No","No","Yes","No","Yes","No"
"ACVZC09565","No","No","Yes","Yes","Yes","No"
"CZGBB24822","No","No","No","No","No","No"
"QJDGB66825","Yes","Yes","No","No","No","No"
"YOVTD31286","Yes","Yes","No","No","No","No"
"ESELR10901","Yes","Yes","No","Yes","Yes","Yes"
"KYEUA95706","No","Yes","Yes","Yes","No","Yes"
"SEIFQ25923","No","No","No","No","No","No"
"OAIHC96036","No","No","No","No","No","No"
"UBJRP06371","No","Yes","No","Yes","No","No"
"LCOUI50574","No","No","Yes","Yes","Yes","No"
"XBHTB27547","No","No","No","No","Yes","No"
"RGMTT53315","No","No","Yes","Yes","Yes","No"
"SFQSA14307","No","Yes","No","No","No","Yes"
"FPWRM28891","Yes","Yes","Yes","Yes","Yes","Yes"
"PYLPB22511","Yes","Yes","Yes","Yes","No","Yes"
"RCLCJ65997","Yes","No","Yes","Yes","Yes","Yes"
"AZQPB51554","No","No","No","No","No","No"
"GJLRN81671","No","No","No","No","No","Yes"
"XUMGI43047","Yes","Yes","Yes","Yes","No","No"
"HIMLV45106","No","No","No","No","No","No"
"IECLD53494","No","No","Yes","Yes","Yes","No"
"OEAUQ37178","No","No","No","No","No","No"
"FCOWB19849","Yes","No","Yes","Yes","Yes","Yes"
"EJGDP59734","Yes","No","Yes","No","No","Yes"
"VTKDH23789","Yes","No","Yes","Yes","Yes","No"
"RTAPZ72748","No","No","No","Yes","Yes","No"
"GSDTP08114","Yes","No","No","No","No","No"
"GALXR14507","No","No","No","Yes","Yes","Yes"
"IAHGH92102","No","No","No","Yes","Yes","Yes"
"MPZRL07562","No","No","Yes","No","No","Yes"
"NYSCF43693","Yes","No","No","Yes","Yes","Yes"
"VFHAY70174","Yes","Yes","Yes","Yes","Yes","Yes"
"YDHMM14855","Yes","No","No","Yes","No","Yes"
"RXHRA10419","No","No","No","No","No","No"
"KWRBE99173","Yes","Yes","Yes","No","Yes","No"
"IPLOP23916","No","No","Yes","No","Yes","Yes"
"WHAFY36699","Yes","Yes","Yes","Yes","Yes","Yes"
"OHLVP09214","No","No","No","Yes","No","No"
"RIGQZ73264","No","No","No","No","No","No"
"HRPFA63222","Yes","Yes","No","No","No","Yes"
"OUZXB23029","Yes","No","Yes","Yes","Yes","No"
"RPUAV70293","No","No","Yes","Yes","Yes","No"
"BENQF71051","No","Yes","Yes","Yes","No","No"
"XEMDW18521","Yes","Yes","Yes","No","No","No"
"AHQNN57125","Yes","No","Yes","No","Yes","No"
"DQKQW97433","No","No","No","No","No","No"
"OBVRU85529","No","Yes","Yes","Yes","Yes","Yes"
"ATNFV40863","Yes","Yes","Yes","No","No","No"
"BCASL24036","Yes","No","Yes","Yes","Yes","Yes"
"NMTBD85615","Yes","No","Yes","Yes","Yes","Yes"
"VWNAM54486","Yes","Yes","No","No","Yes","Yes"
"KKTPH87694","No","Yes","No","Yes","Yes","No"
"QGOXH78312","No","No","No","No","Yes","No"
"VPSGI29825","No","No","No","Yes","Yes","No"
"DMZUK84961","Yes","Yes","Yes","No","No","No"
"VOBET38589","No","No","No","No","No","No"
"GLZOU44842","Yes","No","Yes","Yes","Yes","No"
"WCUUZ07575","No","No","Yes","Yes","No","No"
"AFUYI82862","No","Yes","No","No","No","No"
"LLSKM28688","Yes","No","No","No","No","Yes"
"TREIR49575","No","Yes","No","No","Yes","Yes"
"TVAIH64167","No","No","No","No","No","No"
"PACGQ92595","Yes","Yes","No","No","No","Yes"
"SSLTO26765","No","No","No","No","Yes","Yes"
"UOLYZ35724","No","No","Yes","No","No","Yes"
"WIQVA75504","Yes","Yes","Yes","Yes","Yes","No"
"PODML75685","No","No","No","Yes","Yes","No"
"ECMCM75671","No","No","No","Yes","No","No"
"TNRXS64456","Yes","Yes","Yes","Yes","Yes","Yes"
"CAAYU35664","Yes","No","Yes","Yes","No","Yes"
"HSJCY28453","No","No","Yes","Yes","No","No"
"UKKNL95012","No","No","No","Yes","Yes","Yes"
"NLTIT52142","No","No","Yes","Yes","No","No"
"JOMMD72957","No","No","Yes","Yes","Yes","Yes"
"LRWZD37071","No","No","No","No","Yes","No"
"GYRUU25739","No","No","Yes","Yes","No","No"
"OSINB62953","Yes","Yes","Yes","Yes","Yes","No"
"VBYPO30716","Yes","Yes","No","No","Yes","No"
"NHQEI86397","Yes","Yes","No","No","Yes","No"
"AAAGJ59502","No","No","No","No","Yes","No"
"XUATA22748","Yes","Yes","Yes","Yes","Yes","Yes"
"DZCVC53072","No","No","No","No","Yes","No"
"NTYXF15647","No","No","No","Yes","No","No"
"SDHNU09099","No","Yes","No","No","No","No"
"HZVZM58769","Yes","Yes","No","No","No","No"
"KRZZE15755","Yes","Yes","No","No","No","No"
"VJRDR08682","Yes","Yes","No","Yes","Yes","Yes"
"EXCDZ95847","No","No","No","No","No","No"
"PVMRC09808","Yes","No","No","Yes","Yes","No"
"UXRQN81083","No","Yes","No","Yes","Yes","No"
"QVYKW78922","No","No","No","Yes","No","No"
"CZHRQ89329","Yes","Yes","Yes","Yes","No","No"
"DLXRI22545","Yes","No","No","No","No","No"
"HWUYD40777","Yes","Yes","Yes","Yes","Yes","Yes"
"PVESG87452","No","Yes","Yes","No","No","Yes"
"GWDBQ82619","Yes","Yes","Yes","Yes","Yes","Yes"
"SANFR32585","No","No","No","No","No","No"
"HVPIV74496","No","No","Yes","No","Yes","No"
"CQPHU32441","Yes","Yes","No","Yes","Yes","Yes"
"FVQKB52083","Yes","Yes","No","Yes","No","Yes"
"XKKPU64133","No","Yes","Yes","No","Yes","No"
"MKNFE00031","No","No","No","Yes","No","No"
"BMLVW33996","Yes","Yes","No","No","No","Yes"
"EBTKM59961","No","No","Yes","Yes","No","Yes"
"EUIVN75957","Yes","No","No","No","No","No"
"PHFWD89939","No","No","No","No","No","No"
"MHQVU73515","Yes","Yes","No","Yes","No","Yes"
"ISPUP97008","Yes","No","No","Yes","No","Yes"
"USIXD06822","No","No","No","No","Yes","Yes"
"XUOPT00238","Yes","No","Yes","No","Yes","No"
"QSGXK86301","No","No","No","Yes","Yes","Yes"
"VEQXM28007","No","No","Yes","No","No","No"
"GINMM25141","No","No","No","No","Yes","No"
"BVEPF80652","Yes","No","Yes","Yes","Yes","No"
"ZVTHB06871","Yes","Yes","Yes","Yes","No","No"
"HYWWO11541","Yes","Yes","No","No","Yes","Yes"
"PNNSZ61982","Yes","Yes","Yes","Yes","Yes","No"
"MHZWF00139","No","No","No","Yes","Yes","Yes"
"ZKVNW43855","Yes","No","No","No","No","Yes"
"PDWQE78987","Yes","Yes","Yes","Yes","No","Yes"
"EHYJA84688","No","Yes","No","Yes","Yes","No"
"OAQQC20278","No","No","Yes","Yes","Yes","No"
"LPGOO94516","No","No","No","Yes","No","No"
"INRFU19818","No","No","No","No","Yes","No"
"NXKDA93851","Yes","Yes","Yes","Yes","Yes","No"
"DLCLU95539","Yes","Yes","Yes","Yes","Yes","Yes"
"SHBCB64296","No","No","No","Yes","Yes","No"
"XFCVR15028","Yes","Yes","Yes","Yes","Yes","No"
"PNJMH81008","Yes","Yes","Yes","Yes","Yes","Yes"
"AKOAJ55151","No","No","No","Yes","Yes","Yes"
"VONWT78952","No","No","Yes","Yes","Yes","No"
"SGDXK20136","Yes","No","No","No","Yes","No"
"GCDXG06743","No","Yes","Yes","Yes","No","Yes"
"QRAVE43607","Yes","No","Yes","No","No","No"
"EIHEQ96372","No","No","No","No","No","Yes"
"XVTZH76918","No","No","Yes","No","Yes","No"
"RLQLC54242","Yes","No","No","No","Yes","No"
"MMYRQ15996","Yes","Yes","No","No","No","No"
"HBZPA62033","Yes","Yes","Yes","Yes","Yes","Yes"
"NQBCT22084","Yes","Yes","No","No","No","No"
"BOQPW78174","No","No","No","No","No","No"
"WEQRM96269","No","Yes","No","No","No","No"
"BVCXS50351","Yes","No","No","No","No","No"
"UDIJQ04238","No","No","No","No","No","Yes"
"XQXMQ57661","Yes","Yes","Yes","Yes","No","No"
"WAROZ42502","Yes","Yes","No","Yes","No","No"
"MSWCO90579","No","Yes","No","No","No","No"
"DSAZX63901","No","Yes","No","No","No","No"
"BAXNB31867","Yes","No","No","No","Yes","Yes"
"YJCLA82047","Yes","Yes","Yes","Yes","Yes","Yes"
"EUHJO87147","Yes","No","No","Yes","No","No"
"RYUKI88787","No","No","Yes","Yes","No","No"
"KXRRV69418","Yes","No","No","Yes","No","No"
"IGFSG18945","No","No","No","Yes","Yes","No"
"MQZZL58994","No","No","No","No","No","No"
"AMKAK91521","No","Yes","Yes","Yes","Yes","Yes"
"OZQVA61356","No","Yes","No","No","No","No"
"JMJQQ34072","Yes","Yes","Yes","Yes","Yes","No"
"MOAVT49194","No","No","No","No","No","No"
"XJOCM58255","Yes","Yes","Yes","No","No","No"
"FVVRP39485","Yes","No","No","No","No","Yes"
"DVEYC30702","No","No","No","No","No","No"
"EURKS62402","No","No","No","Yes","No","No"
"YPODE74463","Yes","Yes","No","No","No","No"
"FENLU29597","No","No","Yes","Yes","No","No"
"BTJAU82258","No","No","No","Yes","No","No"
"ALMWY26576","Yes","No","No","Yes","No","No"
"QIIEB44528","No","No","No","No","No","No"
"QWSPR66033","Yes","No","Yes","Yes","Yes","Yes"
"IQWOZ72541","No","No","No","No","No","No"
"FPSYH24608","Yes","Yes","No","Yes","Yes","No"
"FHSGK06179","No","No","No","No","No","No"
"ZBWLV42505","Yes","No","Yes","Yes","Yes","Yes"
"LHSSK44957","No","Yes","No","No","No","No"
"LXOLK39579","Yes","No","Yes","Yes","Yes","No"
"BKHOP57815","Yes","Yes","Yes","No","Yes","No"
"CCIHA66914","Yes","Yes","No","Yes","Yes","Yes"
"JNVRK64161","No","No","No","Yes","No","No"
"OBMLJ20409","No","No","No","No","No","Yes"
"NHAVY89823","No","No","Yes","Yes","Yes","No"
"DFKIC95543","No","Yes","No","No","No","No"
"FKOGQ37971","No","No","No","Yes","No","No"
"IFBQW06913","Yes","Yes","Yes","Yes","Yes","No"
"QEXBZ04403","No","No","No","No","No","No"
"JOKAR87382","Yes","Yes","No","Yes","No","Yes"
"KTVFV74108","No","No","Yes","No","No","No"
"TILVL64973","No","Yes","No","No","No","No"
"JTCUD08394","Yes","Yes","Yes","Yes","Yes","Yes"
"MKWSG01282","No","Yes","No","Yes","No","Yes"
"BDVDB37161","No","No","No","No","No","No"
"NOKYQ71597","Yes","No","Yes","Yes","No","No"
"YXSMB77145","No","No","Yes","Yes","Yes","No"
"OKWVH40709","Yes","No","Yes","No","Yes","No"
"YQBYY16891","No","No","No","No","No","No"
"UBQFC19078","Yes","No","No","No","No","No"
"QTKDO18951","No","No","No","No","No","No"
"RYBHH35373","Yes","Yes","Yes","No","No","No"
"OFQCB54143","No","No","No","No","Yes","Yes"
"IIDEO10316","No","No","No","No","No","No"
"SYSWS32589","Yes","Yes","Yes","Yes","Yes","Yes"
"VSOBE07237","No","No","No","Yes","No","No"
"HOSAM19415","No","No","No","Yes","Yes","No"
"CDBUW36338","Yes","No","Yes","Yes","Yes","Yes"
"KMENE82956","No","Yes","Yes","No","Yes","Yes"
"LZQXK01256","No","No","Yes","Yes","Yes","Yes"
"DRTMJ97305","No","Yes","No","No","Yes","Yes"
"TBWLC02064","Yes","Yes","Yes","Yes","Yes","Yes"
"HFAFX90953","No","No","No","No","Yes","No"
"BQCEQ05961","Yes","No","Yes","Yes","Yes","No"
"RPYWW52485","Yes","Yes","Yes","Yes","Yes","Yes"
"QHAFM63628","No","No","Yes","Yes","Yes","Yes"
"LWLYN73944","No","No","No","No","No","No"
"ITEMU59819","No","No","No","Yes","Yes","No"
"EQUUH01916","No","Yes","No","No","No","Yes"
"VIFJQ92531","Yes","Yes","Yes","No","No","No"
"DGOWI11377","Yes","No","Yes","Yes","No","Yes"
"ZRHFP88129","No","No","Yes","Yes","No","No"
"UZAVK52234","Yes","Yes","No","Yes","Yes","No"
"BGQGF07309","Yes","Yes","Yes","Yes","Yes","Yes"
"UZIPO44306","Yes","No","No","No","No","Yes"
"YDNRM30304","No","No","No","No","No","No"
"JKFWI20257","No","No","No","Yes","Yes","Yes"
"OIJEA37092","Yes","No","Yes","No","No","Yes"
"EHUZA09307","Yes","Yes","Yes","No","Yes","Yes"
"IHETN91746","No","No","No","No","No","No"
"BIDBU57244","No","Yes","No","No","No","No"
"VASWC12179","Yes","No","Yes","Yes","Yes","No"
"PQHBB17911","No","Yes","No","Yes","No","No"
"QGCLU14928","No","Yes","Yes","Yes","Yes","Yes"
"YBAKM33271","No","Yes","No","Yes","Yes","Yes"
"HPJKM52061","Yes","Yes","No","No","No","No"
"SBYAI68884","No","Yes","No","No","No","No"
"ACTAS15453","No","Yes","Yes","Yes","Yes","No"
"WSWDB76342","No","Yes","No","Yes","No","No"
"DJXAA68184","No","No","Yes","No","Yes","Yes"
"TBNBE28963","Yes","No","Yes","No","No","No"
"XLDZR24984","Yes","Yes","Yes","Yes","No","Yes"
"WIKXB54398","Yes","No","No","Yes","Yes","No"
"FMZPV33936","Yes","No","No","Yes","Yes","No"
"KIOVK14528","Yes","No","No","No","Yes","No"
"HVDUJ66204","Yes","Yes","No","No","No","Yes"
"HDIYE86596","Yes","No","Yes","Yes","No","Yes"
"IFJOZ57602","Yes","No","Yes","Yes","Yes","No"
"YGZFK74424","No","No","No","No","No","No"
"CBQUZ75376","Yes","Yes","Yes","Yes","Yes","No"
"EREMR09392","No","No","Yes","No","No","Yes"
"XWZOY73953","Yes","Yes","Yes","No","Yes","Yes"
"WEGCH02928","Yes","No","Yes","Yes","Yes","Yes"
"TMZLF55396","No","No","No","No","No","No"
"WCESF96103","No","Yes","No","No","Yes","Yes"
"BYWMS12644","No","No","No","Yes","Yes","No"
"XZBJL11772","Yes","Yes","No","No","No","Yes"
"LYTRK38004","No","Yes","No","No","No","Yes"
"TORSS88699","No","Yes","Yes","No","No","Yes"
"NSRGI06676","No","No","Yes","Yes","No","Yes"
"CWQFQ28535","No","No","No","Yes","No","Yes"
"SKLKD94956","Yes","No","Yes","Yes","No","No"
"SKCVI14501","Yes","No","No","No","No","No"
"YQQAJ80694","Yes","No","No","No","No","No"
"DLLMH44503","No","No","No","No","No","No"
"QBBFM33405","No","No","Yes","No","No","Yes"
"SRAIP56695","No","No","Yes","Yes","No","No"
"CXRSC92203","No","Yes","No","No","No","Yes"
"RITDD01814","Yes","Yes","Yes","Yes","Yes","Yes"
"SJDIS07084","No","No","No","No","Yes","Yes"
"QTGDL38428","Yes","Yes","No","No","No","No"
"RAKOZ65591","No","No","No","Yes","Yes","Yes"
"PTNPG96891","No","No","No","No","Yes","No"
"PFPXL62344","No","Yes","No","No","Yes","Yes"
"CPNLD62894","No","No","Yes","Yes","Yes","Yes"
"BPTUT71645","Yes","Yes","Yes","Yes","Yes","Yes"
"WYRVP91345","No","Yes","No","No","Yes","No"
"RGWBC76632","No","No","No","No","No","No"
"NOKBL02583","Yes","No","Yes","Yes","No","No"
"JKOOW28344","Yes","Yes","Yes","No","No","Yes"
"LIAYI76394","No","Yes","No","Yes","Yes","Yes"
"FDUIZ47101","Yes","No","No","Yes","Yes","No"
"BEQEU58357","No","No","No","No","No","No"
"GUXDC57015","No","Yes","Yes","No","No","No"
"KTGUD57953","Yes","Yes","Yes","Yes","Yes","No"
"LGECI70094","No","Yes","No","No","No","No"
"NIKRI06913","No","No","Yes","Yes","Yes","Yes"
"FKLZB15871","No","No","Yes","Yes","Yes","No"
"ARFOY31973","Yes","Yes","No","Yes","Yes","Yes"
"DSMXK49474","Yes","No","No","Yes","Yes","No"
"NUVZD46148","No","No","No","Yes","No","No"
"VDZHY29255","Yes","Yes","Yes","Yes","Yes","Yes"
"BNWKF05338","Yes","No","Yes","No","No","No"
"EQISJ60971","Yes","No","Yes","Yes","Yes","No"
"DCFFZ62675","Yes","No","No","No","Yes","No"
"INRQV59137","No","Yes","No","No","Yes","Yes"
"SLHPM55366","No","No","Yes","No","No","No"
"YAUVY68388","No","No","Yes","Yes","No","Yes"
"CTTLA46288","Yes","No","No","No","Yes","No"
"BDVFH18675","No","No","No","No","No","No"
"DWFIO32236","No","No","No","No","No","No"
"JFODW35698","Yes","Yes","Yes","Yes","Yes","Yes"
"UARKJ92745","Yes","No","No","No","Yes","No"
"KTTTA13479","Yes","No","Yes","Yes","Yes","Yes"
"JKADZ08354","Yes","No","Yes","Yes","Yes","Yes"
"FFVVH99687","Yes","Yes","Yes","No","No","Yes"
"UQQUG79408","No","Yes","No","Yes","Yes","Yes"
"GQEGV69594","No","Yes","Yes","Yes","Yes","No"
"PHQXK36402","No","No","Yes","Yes","No","No"
"NQECA31924","Yes","No","Yes","Yes","Yes","Yes"
"BQWPQ40022","Yes","Yes","Yes","Yes","No","Yes"
"XYJAE67849","No","No","Yes","No","No","No"
"OQFRW19423","No","No","No","No","No","No"
"ATZYV30268","Yes","Yes","No","Yes","Yes","No"
"XFYGW63509","No","No","Yes","Yes","Yes","No"
"SZVEM64218","No","Yes","No","Yes","No","No"
